Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	10/22	2.2505391382034836E-8	5.356283148924291E-6	0	0	16.78395061728395	295.55716200242273	CDC20;CENPF;PLK1;BUB1B;TTK;KNTC1;FBXO5;TRIP13;BUB1;MAD2L1
positive regulation of cell cycle process (GO:0090068)	20/101	5.276612910713737E-8	1.0690952462149237E-5	0	0	5.0079883805374	83.92084619014314	GEN1;PLK4;SPAG5;KIF14;KIF23;IGF1;CDC6;NDC80;OOEP;AURKB;AURKA;CCNB1;RACGAP1;NUSAP1;TAS1R2;KIF20B;ECT2;E2F7;E2F8;MAD2L1
mitotic nuclear division (GO:0140014)	17/74	5.308723529715052E-8	1.0690952462149237E-5	0	0	6.037406950211349	101.13459210701279	SPAG5;UBE2C;NCAPG2;PLK1;CDCA8;KIF11;TUBG1;KNSTRN;NSL1;NDC80;SGO1;TPX2;KIF18A;ESPL1;UBE2S;CENPK;NUSAP1
spindle assembly checkpoint signaling (GO:0071173)	9/21	2.1728218881510594E-7	3.555279814487171E-5	0	0	15.089587737843551	231.50549503207978	CDC20;CENPF;PLK1;BUB1B;TTK;KNTC1;TRIP13;BUB1;MAD2L1
mitotic spindle assembly checkpoint signaling (GO:0007094)	9/21	2.1728218881510594E-7	3.555279814487171E-5	0	0	15.089587737843551	231.50549503207978	CDC20;CENPF;PLK1;BUB1B;TTK;KNTC1;TRIP13;BUB1;MAD2L1
mitotic spindle checkpoint signaling (GO:0071174)	9/21	2.1728218881510594E-7	3.555279814487171E-5	0	0	15.089587737843551	231.50549503207978	CDC20;CENPF;PLK1;BUB1B;TTK;KNTC1;TRIP13;BUB1;MAD2L1
mitotic chromosome condensation (GO:0007076)	10/27	2.3597816287895272E-7	3.634063708335872E-5	0	0	11.844382197323373	180.7396648023659	CCNB1;CDCA5;NCAPG2;PLK1;NUSAP1;CDK1;NCAPG;NCAPD2;NCAPH;SMC2
protein localization to chromosome, centromeric region (GO:0071459)	8/17	4.340891738934681E-7	6.31358587362833E-5	0	0	17.86788689428605	261.76482628147494	ZWILCH;CDK1;TTK;KNL1;SPDL1;HASPIN;CENPA;AURKB
regulation of cell cycle process (GO:0010564)	19/106	5.790044392467071E-7	7.978071694462522E-5	0	0	4.423347087140191	63.52791487721614	PLK4;RMI2;BORA;SPAG5;PLK1;KIF11;MKI67;CDC25C;KNSTRN;AURKB;AURKA;RACGAP1;PRC1;NEK2;FBXO5;KIF20A;KIF20B;ECT2;BUB1
chromosome condensation (GO:0030261)	12/45	8.752191176307793E-7	1.1456618249786902E-4	0	0	7.331340981394003	102.26334721786822	TOP2A;CCNB1;INCENP;CDCA5;NCAPG2;PLK1;NUSAP1;CDK1;NCAPG;NCAPD2;NCAPH;SMC2
regulation of mitotic metaphase/anaphase transition (GO:0030071)	9/26	1.8605710233724737E-6	2.3195118758043506E-4	0	0	10.648675537868424	140.50530299656134	CENPE;CCNB1;ESPL1;UBE2C;USP44;PLK1;FBXO5;CDC6;DLGAP5
regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	6/10	2.0770899853474415E-6	2.4717370825634555E-4	0	0	30.09641728134879	393.79785671384803	CCNB1;RACGAP1;SPAG5;NEK2;ECT2;KNSTRN
mitotic metaphase plate congression (GO:0007080)	12/51	3.707700210616615E-6	4.2203300658236073E-4	0	0	6.201484623541887	77.550177693857	CENPE;CCNB1;KIF18A;CDCA5;NUF2;KIF14;CDCA8;KIF2C;SPDL1;KIF22;CEP55;NDC80
protein localization to condensed chromosome (GO:1903083)	6/12	8.413564462375462E-6	9.1777965677079E-4	0	0	20.062170706006324	234.43981281580133	ZWILCH;CDK1;TTK;KNL1;SPDL1;AURKB
regulation of cytokinesis (GO:0032465)	15/84	9.234011513046386E-6	9.669856856462175E-4	0	0	4.388529139685477	50.87453745296931	PLK4;PLK1;KIF14;KIF23;CDC6;AURKB;AURKA;RACGAP1;PRC1;TAS1R2;KIF20A;KIF20B;ECT2;E2F7;E2F8
DNA replication (GO:0006260)	17/108	1.3837470304516587E-5	0.0013933268175855549	0	0	3.7749010051781906	42.234084715473564	BARD1;PIF1;RMI2;DUT;MCM10;CDC6;BRCA1;TICRR;RECQL4;BRIP1;CDC45;EXO1;PCLAF;CDK1;MCM5;DNA2;CLSPN
kinetochore organization (GO:0051383)	6/13	1.4992865561839908E-5	0.0014247239081730872	0	0	17.195243113051333	191.00366171033022	CENPE;CENPF;NUF2;CENPA;NDC80;DLGAP5
mitotic cytokinesis (GO:0000281)	11/49	1.5237688857466173E-5	0.0014247239081730872	0	0	5.828417707404103	64.64728606417209	ANLN;ESPL1;RACGAP1;INCENP;PLK1;NUSAP1;KIF23;KIF20A;ECT2;CENPA;CEP55
protein localization to kinetochore (GO:0034501)	6/14	2.517664644557994E-5	0.0022728434618802854	0	0	15.04504741833509	159.32093968049645	ZWILCH;CDK1;TTK;KNL1;SPDL1;AURKB
regulation of mitotic cell cycle phase transition (GO:1901990)	23/188	3.363834398778138E-5	0.0029355061520003885	0	0	2.823774222915854	29.08443385042865	PLK4;UBE2C;PLK1;KIF14;BUB1B;HMMR;CDC6;TUBG1;AURKA;CDC20;TPX2;ANLN;CENPE;CCNB1;CENPF;UBE2S;UBD;CDK1;KNTC1;NEK2;PTPN6;FBXO5;MAD2L1
regulation of ubiquitin protein ligase activity (GO:1904666)	7/21	3.570031827672533E-5	0.003014949459627965	0	0	10.037447257383967	102.78698259691285	CDC20;UBE2C;UBE2S;USP44;PLK1;FBXO5;MAD2L1
establishment of mitotic spindle localization (GO:0040001)	8/29	4.59278605794164E-5	0.003757473093653504	0	0	7.652838537738221	76.43990816166742	ESPL1;SAPCD2;PLK1;NUSAP1;SPDL1;CENPA;NDC80;MAD2L1
mitotic cell cycle phase transition (GO:0044772)	24/209	6.428855691616171E-5	0.005100225515348829	0	0	2.628037274653816	25.36615454614279	PLK4;CDKN2D;BORA;UBE2C;PLK1;TUBG1;CDC25C;FOXM1;AURKA;CCNA2;CCNB2;CCNB1;MELK;CCNE2;NASP;CCNE1;UBE2S;TACC3;CDK1;NEK2;SKP2;BCAT1;NES;CDKN3
regulation of mitotic nuclear division (GO:0007088)	11/57	6.804591646193777E-5	0.005239535567569208	0	0	4.812753316138541	46.179945874534496	CCNB1;BORA;USP44;NUSAP1;NEK2;FBXO5;IGF1;MKI67;CDC25C;KIF20B;AURKA
regulation of exit from mitosis (GO:0007096)	9/39	7.208766769934117E-5	0.005392157543910719	0	0	6.030126849894292	57.51310411040067	CDC20;ANLN;UBE2C;UBE2S;CDCA5;BUB1B;NEK2;KNTC1;MAD2L1
regulation of chromosome segregation (GO:0051983)	6/18	1.320011429287921E-4	0.009599416449654936	0	0	10.027924130663857	89.57643764997431	RMI2;KIF2C;CDC6;MKI67;BUB1;AURKB
cytoskeleton-dependent cytokinesis (GO:0061640)	12/72	1.4264109337459112E-4	0.010092821147423771	0	0	4.026511134676564	35.65547651757272	ANLN;ESPL1;RACGAP1;INCENP;PLK1;NUSAP1;KIF23;KIF20A;ECT2;CENPA;CEP55;AURKB
regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266)	5/13	2.2925196134126297E-4	0.0157942535471428	0	0	12.524342105263157	104.96261475361364	GEN1;CCNB1;USP44;NDC80;MAD2L1
regulation of nuclear division (GO:0051783)	6/20	2.5387613296075546E-4	0.01704224913054507	0	0	8.594460334186362	71.15065001609672	BORA;NEK2;FBXO5;MKI67;CDC25C;KIF20B
positive regulation of cytokinesis (GO:0032467)	8/37	2.9423934714592123E-4	0.01886504400268827	0	0	5.539380257073153	45.04134906578139	RACGAP1;KIF14;TAS1R2;KIF23;CDC6;ECT2;KIF20B;AURKB
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	4/8	3.098536639097004E-4	0.01886504400268827	0	0	20.022082018927446	161.76661817071886	CENPE;UBE2C;PLK1;CDC6
mitotic spindle elongation (GO:0000022)	4/8	3.098536639097004E-4	0.01886504400268827	0	0	20.022082018927446	161.76661817071886	RACGAP1;PRC1;KIF23;AURKB
mitotic spindle midzone assembly (GO:0051256)	4/8	3.098536639097004E-4	0.01886504400268827	0	0	20.022082018927446	161.76661817071886	RACGAP1;PRC1;KIF23;AURKB
DNA metabolic process (GO:0006259)	27/277	3.667664820219632E-4	0.02182260568030681	0	0	2.1873491379310344	17.30364919019323	TOP2A;UHRF1;GMNN;HMGB2;MCM10;BRCA1;TYMS;UNG;RECQL4;RAD51AP1;CDC45;EXO1;RAD54L;KPNA2;BARD1;GEN1;HELLS;POLQ;RMI2;FANCA;CDC6;TICRR;NEIL3;RAD51;CDK1;MCM5;DNA2
kinetochore assembly (GO:0051382)	4/9	5.366563401628769E-4	0.03122147330103137	0	0	16.01682439537329	120.60913235742582	CENPE;CENPF;CENPA;DLGAP5
anaphase-promoting complex-dependent catabolic process (GO:0031145)	12/84	6.211301684611415E-4	0.03535040828328845	0	0	3.3533050547896783	24.760703546316105	CDC20;CCNB1;UBE2C;UBE2S;PLK1;CDK1;BUB1B;FBXO5;SKP2;AURKB;AURKA;MAD2L1
regulation of mitotic sister chromatid separation (GO:0010965)	5/16	6.901675154563746E-4	0.038443799052442315	0	0	9.107177033492823	66.28728213097918	CENPE;UBE2C;PLK1;TACC3;CDC6
establishment of mitotic spindle orientation (GO:0000132)	6/24	7.484125148686892E-4	0.040819665915129755	0	0	6.683175272216368	48.10252989383745	SAPCD2;PLK1;SPDL1;CENPA;NDC80;MAD2L1
DNA replication checkpoint signaling (GO:0000076)	5/17	9.395323400185905E-4	0.04986110339152317	0	0	8.34780701754386	58.18528607882061	CDC45;CDC6;CLSPN;DNA2;TICRR
regulation of cyclin-dependent protein kinase activity (GO:1904029)	9/54	9.526062911995659E-4	0.04986110339152317	0	0	4.016913319238901	27.94288973407956	CCNA2;CDKN2D;CCNB2;CCNB1;CCNE2;CCNE1;CDC6;CDC25C;CDKN3
positive regulation of cell division (GO:0051781)	8/44	0.001005160880903485	0.04986110339152317	0	0	4.460635926317025	30.7900197570994	RACGAP1;KIF14;TAS1R2;KIF23;CDC6;ECT2;KIF20B;AURKB
pyrimidine deoxyribonucleotide biosynthetic process (GO:0009221)	3/5	0.001009411184014793	0.04986110339152317	0	0	30.004726890756302	206.98425105462607	DUT;CMPK2;TYMS
trophoblast giant cell differentiation (GO:0060707)	3/5	0.001009411184014793	0.04986110339152317	0	0	30.004726890756302	206.98425105462607	PLK4;E2F7;E2F8
microtubule depolymerization (GO:0007019)	5/18	0.0012501227416118496	0.05950584250072404	0	0	7.705263157894737	51.505935902039326	KIF18A;KIF14;STMN2;KIF2C;CCSAP
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	5/18	0.0012501227416118496	0.05950584250072404	0	0	7.705263157894737	51.505935902039326	POLQ;RMI2;PARPBP;RADX;FANCB
regulation of double-strand break repair via homologous recombination (GO:0010569)	8/46	0.0013603998748449714	0.0630533500792429	0	0	4.22542099705441	27.88767969231292	RAD51AP1;POLQ;RMI2;PARPBP;RAD51;RADX;FANCB;OOEP
G2/M transition of mitotic cell cycle (GO:0000086)	15/130	0.0013728193103578477	0.0630533500792429	0	0	2.6267345050878816	17.312514932775404	PLK4;BORA;PLK1;CDC25C;FOXM1;TUBG1;AURKA;CCNA2;CCNB2;CCNB1;MELK;CDK1;NEK2;SKP2;NES
cell cycle G2/M phase transition (GO:0044839)	15/131	0.0014835569541760917	0.06696469148332773	0	0	2.603952677916361	16.960358118125857	PLK4;BORA;PLK1;CDC25C;FOXM1;TUBG1;AURKA;CCNA2;CCNB2;CCNB1;MELK;CDK1;NEK2;SKP2;NES
positive regulation of mitotic cell cycle phase transition (GO:1901992)	9/58	0.0016091655671789937	0.07140331279448484	0	0	3.688225395866592	23.722811488635678	CCNB1;ESPL1;UBE2C;CDCA5;CDK1;FBXO5;CDC25C;DTL;DLGAP5
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	11/82	0.0017460161312334848	0.07618450385948772	0	0	3.114018858916209	19.77532322835933	CCNA2;CDKN2D;CCNB2;MYOCD;CCNB1;CCNE2;CCNE1;PLK1;CDC6;CDC25C;CDKN3
attachment of mitotic spindle microtubules to kinetochore (GO:0051315)	4/12	0.0018788971437092078	0.07685863628485479	0	0	10.008937960042061	62.826807203112644	CENPE;NUF2;KIF2C;NDC80
mitotic nuclear membrane disassembly (GO:0007077)	4/12	0.0018788971437092078	0.07685863628485479	0	0	10.008937960042061	62.826807203112644	CCNB2;CCNB1;PLK1;CDK1
positive regulation of protein depolymerization (GO:1901881)	4/12	0.0018788971437092078	0.07685863628485479	0	0	10.008937960042061	62.826807203112644	PLEK;STMN2;F2RL1;NES
positive regulation of ubiquitin protein ligase activity (GO:1904668)	4/12	0.0018788971437092078	0.07685863628485479	0	0	10.008937960042061	62.826807203112644	CDC20;UBE2C;UBE2S;PLK1
centromeric sister chromatid cohesion (GO:0070601)	3/6	0.0019470988031389399	0.07723491919117795	0	0	20.002100840336134	124.84140836662107	SGO1;BUB1B;BUB1
negative regulation of cytokinesis (GO:0032466)	3/6	0.0019470988031389399	0.07723491919117795	0	0	20.002100840336134	124.84140836662107	E2F7;AURKB;E2F8
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	5/20	0.0020893345369065864	0.08163996742718571	0	0	6.67719298245614	41.20435472453434	CCNB1;CDK1;FBXO5;CDC25C;DTL
regulation of mitotic cell cycle (GO:0007346)	18/178	0.0022037642704354965	0.08484492441176661	0	0	2.2674092849519742	13.871076623468396	BORA;UBE2C;PLK1;BUB1B;ASNS;MKI67;CDC25C;CKS1B;CDC20;CCNB1;UBE2S;UBD;CDK1;NEK2;FBXO5;KIF20B;DLGAP5;MAD2L1
DNA repair (GO:0006281)	26/298	0.0023302532905700606	0.08841453789438289	0	0	1.9316231874881276	11.709071538910253	H2AX;CDCA5;BRCA1;UNG;RECQL4;RAD51AP1;BRIP1;EME1;EXO1;RAD54L;KPNA2;BARD1;CDKN2D;FANCI;POLQ;RMI2;FANCA;FANCB;TRAIP;TICRR;NEIL3;RAD51;FANCD2;CDK1;DNA2;TRIP13
establishment of spindle orientation (GO:0051294)	6/30	0.0025856671070857017	0.09670394980500524	0	0	5.010800842992624	29.85320763615731	SAPCD2;PLK1;SPDL1;CENPA;NDC80;MAD2L1
positive regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090267)	3/7	0.0032866628807636344	0.11950671419221105	0	0	15.000787815126051	85.77274289837021	GEN1;NDC80;MAD2L1
positive regulation of spindle checkpoint (GO:0090232)	3/7	0.0032866628807636344	0.11950671419221105	0	0	15.000787815126051	85.77274289837021	GEN1;NDC80;MAD2L1
nuclear membrane disassembly (GO:0051081)	4/14	0.003519858989541695	0.12623275115918023	0	0	8.006309148264984	45.23031728772309	CCNB2;CCNB1;PLK1;CDK1
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	6/32	0.003638585880933961	0.12701090448380145	0	0	4.624868282402529	25.974001025555296	CDC45;CCNE1;FBXO5;CDC6;TYMS;E2F7
negative regulation of double-strand break repair (GO:2000780)	6/32	0.003638585880933961	0.12701090448380145	0	0	4.624868282402529	25.974001025555296	POLQ;RMI2;PARPBP;RADX;AUNIP;FANCB
positive regulation of cell cycle G2/M phase transition (GO:1902751)	5/23	0.004026657145514127	0.13870774219678927	0	0	5.563450292397661	30.681419929742784	CCNB1;CDK1;FBXO5;CDC25C;DTL
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	6/33	0.0042706311291006264	0.1452014583894213	0	0	4.453342699918043	24.297409524330195	PLK1;CDK1;BRCA1;CLSPN;DTL;TICRR
interstrand cross-link repair (GO:0036297)	8/55	0.004352948029606267	0.1461027941219129	0	0	3.4146801770428454	18.56528133185665	RAD51AP1;FANCI;NEIL3;RAD51;EME1;FANCD2;FANCA;FANCB
meiotic sister chromatid cohesion (GO:0051177)	3/8	0.0050727563412393106	0.16807042329403876	0	0	12.0	63.40645142469391	SGO1;BUB1B;BUB1
mitotic G2/M transition checkpoint (GO:0044818)	7/45	0.0051358418118881205	0.16807042329403876	0	0	3.693343326671108	19.469501867767743	PLK1;CDK1;BRCA1;CLSPN;CDC6;DTL;TICRR
double-strand break repair (GO:0006302)	16/164	0.005344454223603139	0.1727380389801607	0	0	2.1756325015110956	11.382247528036478	GEN1;BARD1;H2AX;POLQ;CDCA5;HMGB2;BRCA1;RAD51AP1;RECQL4;BRIP1;RAD51;EME1;AUNIP;DNA2;TRIP13;KPNA2
double-strand break repair via homologous recombination (GO:0000724)	11/97	0.006509154889139635	0.2078166768264337	0	0	2.568843614505321	12.932960441149305	GEN1;RAD51AP1;RECQL4;POLQ;CDC45;RAD51;RAD54L;MCM5;AUNIP;FANCB;BRCA1
mitotic DNA damage checkpoint signaling (GO:0044773)	8/59	0.006709354104781504	0.21162757887130093	0	0	3.1461995569082966	15.744377285196238	EME1;FANCD2;PLK1;CDK1;BRCA1;CLSPN;DTL;TICRR
regulation of cell cycle G2/M phase transition (GO:1902749)	10/85	0.007181742596368558	0.21838924581759026	0	0	2.6765432098765434	13.211987986999652	PLK4;TPX2;CENPF;PLK1;KIF14;CDK1;NEK2;HMMR;TUBG1;AURKA
G1/S transition of mitotic cell cycle (GO:0000082)	10/85	0.007181742596368558	0.21838924581759026	0	0	2.6765432098765434	13.211987986999652	CDKN2D;CDC45;CCNE2;NASP;CCNE1;FBXO5;CDC6;BCAT1;TYMS;CDKN3
tetrahydrofolate interconversion (GO:0035999)	3/9	0.007340814985465218	0.21838924581759026	0	0	9.999474789915967	49.140473048016545	MTHFD1L;MTHFD2;TYMS
negative regulation of ubiquitin protein ligase activity (GO:1904667)	3/9	0.007340814985465218	0.21838924581759026	0	0	9.999474789915967	49.140473048016545	USP44;FBXO5;MAD2L1
protein K6-linked ubiquitination (GO:0085020)	3/9	0.007340814985465218	0.21838924581759026	0	0	9.999474789915967	49.140473048016545	BARD1;UBE2S;BRCA1
DNA integrity checkpoint signaling (GO:0031570)	6/39	0.009875330895306473	0.2872624031545816	0	0	3.6424944918095603	16.820003129144776	H2AX;BRIP1;CDC45;CLSPN;CDC6;DNA2
replication fork processing (GO:0031297)	6/39	0.009875330895306473	0.2872624031545816	0	0	3.6424944918095603	16.820003129144776	GEN1;RAD51;EME1;DNA2;OOEP;TRAIP
mitotic DNA replication checkpoint signaling (GO:0033314)	3/10	0.010118026036578421	0.29108782597541	0	0	8.570528211284513	39.36817873687496	CLSPN;CDC6;TICRR
negative regulation of cell cycle process (GO:0010948)	8/64	0.010878893894578589	0.30957548060876894	0	0	2.864534620606426	12.950362527059223	RAD51;ESPL1;NEK2;BRCA1;FBXO5;AURKB;E2F7;E2F8
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	14/149	0.012059685181336334	0.3394866215563282	0	0	2.083992600464439	9.206844218628682	PLK4;PLK1;KIF14;HMMR;CDC25C;TUBG1;AURKA;TPX2;CCNB1;CENPF;CDK1;NEK2;FBXO5;DTL
regulation of DNA replication (GO:0006275)	7/53	0.012565929026925866	0.34997449140948844	0	0	3.04973858007705	13.34799265390144	BCAR3;CCNA2;GMNN;FBXO5;ESCO2;DNA2;CDC6
tetrahydrofolate metabolic process (GO:0046653)	3/11	0.01342421632596292	0.3660895660559471	0	0	7.498818277310924	32.325118562803155	MTHFD1L;MTHFD2;TYMS
positive regulation of keratinocyte proliferation (GO:0010838)	3/11	0.01342421632596292	0.3660895660559471	0	0	7.498818277310924	32.325118562803155	TGM1;FGF7;CDH3
regulation of calcium ion-dependent exocytosis (GO:0017158)	5/31	0.014847783219428604	0.4007370769944751	0	0	3.85	16.20813310666349	CACNA1I;SYT12;SYT8;SYT7;SYT6
regulation of cell cycle phase transition (GO:1901987)	10/95	0.015186174137411586	0.40568779481370953	0	0	2.3604108309990663	9.883913173979714	CDC20;CCNB1;UBE2C;UBE2S;UBD;PLK1;CDK1;BUB1B;FBXO5;MAD2L1
regulation of protein serine/threonine kinase activity (GO:0071900)	11/111	0.01704343200577302	0.44333175973207184	0	0	2.207574152542373	8.989220688163718	CCNA2;CDKN2D;CCNB2;CCNB1;CCNE2;CCNE1;INCENP;THY1;CDC6;CDC25C;CDKN3
cell cycle checkpoint signaling (GO:0000075)	3/12	0.017272665963587213	0.44333175973207184	0	0	6.665266106442577	27.051849171569284	ZWILCH;BUB1B;BUB1
regulation of sister chromatid cohesion (GO:0007063)	3/12	0.017272665963587213	0.44333175973207184	0	0	6.665266106442577	27.051849171569284	ESPL1;CDCA5;BUB1
negative regulation of cell division (GO:0051782)	3/12	0.017272665963587213	0.44333175973207184	0	0	6.665266106442577	27.051849171569284	E2F7;AURKB;E2F8
mitotic spindle assembly (GO:0090307)	6/44	0.01748511041975305	0.44442736969818913	0	0	3.16238700016638	12.796300445885231	TPX2;RACGAP1;PRC1;KIF23;KIF11;AURKB
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	10/98	0.018547162095035197	0.46688913812309757	0	0	2.2795815295815296	9.089691128551385	CD74;CENPE;KIF18A;RACGAP1;KIF23;KIF2C;AP1S3;KIF11;KIF22;KIF15
cellular response to radiation (GO:0071478)	6/45	0.01938500096883292	0.4833326908229008	0	0	3.0811380400421498	12.149715009107847	RAD51AP1;TRPM1;OPN3;RAD51;ECT2;OPN5
cellular response to indole-3-methanol (GO:0071681)	2/5	0.02068330181466601	0.483472179917818	0	0	13.32074151801329	51.663544608505944	CDH1;BRCA1
double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	2/5	0.02068330181466601	0.483472179917818	0	0	13.32074151801329	51.663544608505944	RAD51;RAD54L
response to indole-3-methanol (GO:0071680)	2/5	0.02068330181466601	0.483472179917818	0	0	13.32074151801329	51.663544608505944	CDH1;BRCA1
histone citrullination (GO:0036414)	2/5	0.02068330181466601	0.483472179917818	0	0	13.32074151801329	51.663544608505944	PADI3;PADI4
lipid transport across blood-brain barrier (GO:1990379)	2/5	0.02068330181466601	0.483472179917818	0	0	13.32074151801329	51.663544608505944	FABP5;MFSD2A
peptidyl-lysine oxidation (GO:0018057)	2/5	0.02068330181466601	0.483472179917818	0	0	13.32074151801329	51.663544608505944	LOXL1;LOXL2
protein citrullination (GO:0018101)	2/5	0.02068330181466601	0.483472179917818	0	0	13.32074151801329	51.663544608505944	PADI3;PADI4
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	10/100	0.021072397112615576	0.4882082800073237	0	0	2.228689006466784	8.60227441226476	CD74;CENPE;KIF18A;RACGAP1;KIF23;KIF2C;AP1S3;KIF11;KIF22;KIF15
mitotic DNA integrity checkpoint signaling (GO:0044774)	3/13	0.021670853008197183	0.49766923838123	0	0	5.998424369747899	22.984685124257144	CDC6;CLSPN;TICRR
mitotic cell cycle checkpoint signaling (GO:0007093)	4/23	0.02214884804325961	0.5042233406717709	0	0	4.21185455752947	16.04703862793484	ZWILCH;BUB1B;BUB1;AURKB
regulation of mitotic spindle organization (GO:0060236)	5/35	0.024275029249350627	0.5478622980586202	0	0	3.335964912280702	12.404141884874882	TPX2;BORA;PLK1;TACC3;CCSAP
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	10/103	0.025316475403321284	0.5664831846657702	0	0	2.156454457529726	7.927773292502784	CD74;CENPE;KIF18A;RACGAP1;KIF23;KIF2C;AP1S3;KIF11;KIF22;KIF15
collagen fibril organization (GO:0030199)	9/89	0.026090464246268676	0.5788545372604356	0	0	2.2553514799154333	8.223429606272752	COLGALT2;ADAMTS14;COL3A1;LAMB3;COL6A3;LAMC2;TLL1;LOXL1;LOXL2
covalent chromatin modification (GO:0016569)	3/14	0.026621134231088257	0.5807844118082421	0	0	5.452826585179526	19.77222106866582	HELLS;MT3;AURKB
negative regulation of interleukin-12 production (GO:0032695)	3/14	0.026621134231088257	0.5807844118082421	0	0	5.452826585179526	19.77222106866582	MEFV;TIGIT;CMKLR1
