Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of cartilage development (GO:0061036)	4/18	0.0036672220675551476	0.4396806247310856	0	0	7.524330662497557	42.19886041152305	ACVRL1;BMP2;GDF6;SOX5
positive regulation of excitatory postsynaptic potential (GO:2000463)	4/18	0.0036672220675551476	0.4396806247310856	0	0	7.524330662497557	42.19886041152305	CUX2;NRXN1;WNT7A;SHANK1
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	14/170	0.004122588708419503	0.4695628538889814	0	0	2.3785163057007717	13.06108471393746	PTPRT;PCDHGB4;PTPRM;PCDHB14;CELSR2;PCDHB10;FLRT3;PCDHB16;PECAM1;CNTN2;CDH13;PCDHB3;NECTIN4;PCDHB9
defense response to tumor cell (GO:0002357)	3/10	0.004887506322663348	0.5060790637739594	0	0	11.275175644028103	59.9960333665661	PLK5;LAPTM5;DLEC1
neuron remodeling (GO:0016322)	3/10	0.004887506322663348	0.5060790637739594	0	0	11.275175644028103	59.9960333665661	C3;ADGRB3;SCARF1
chondrocyte differentiation (GO:0002062)	5/32	0.0058426779239266115	0.5347538806645632	0	0	4.880263825469305	25.097079008392082	OSR2;BMP2;WNT7A;CCN3;SOX5
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	7/60	0.006263779580453466	0.5347538806645632	0	0	3.485486211901306	17.68177224874889	PTPRT;PECAM1;PTPRM;CDH13;CNTN2;NECTIN4;CELSR2
pyrimidine nucleoside catabolic process (GO:0046135)	3/11	0.006538255386537174	0.5347538806645632	0	0	9.865266393442623	49.62312761452657	NT5E;DPYD;UPB1
rhodopsin mediated signaling pathway (GO:0016056)	3/11	0.006538255386537174	0.5347538806645632	0	0	9.865266393442623	49.62312761452657	PDE6G;SAG;CNGB1
positive regulation of chondrocyte differentiation (GO:0032332)	3/11	0.006538255386537174	0.5347538806645632	0	0	9.865266393442623	49.62312761452657	ACVRL1;GDF6;SOX5
regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)	4/21	0.006572918638545992	0.5347538806645632	0	0	6.195541965076044	31.13134258714606	CD180;SASH1;CD55;LTF
extracellular matrix organization (GO:0030198)	20/300	0.00781945139662024	0.5604018572882278	0	0	1.8966033966033966	9.200690271871295	POSTN;VWF;ELN;COL22A1;PAPLN;COLQ;GREM1;SCUBE3;KIF9;ADAMTS13;MMP15;SPOCK2;ADAMTSL2;COL20A1;PECAM1;COL8A1;COL9A3;MATN4;GPM6B;ITGA9
calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)	3/12	0.008481955364520517	0.5604018572882278	0	0	8.768670309653917	41.824928774721364	UNC13B;UNC13C;UNC13A
negative regulation of leukocyte chemotaxis (GO:0002689)	3/12	0.008481955364520517	0.5604018572882278	0	0	8.768670309653917	41.824928774721364	GREM1;CCN3;NBL1
nucleoside catabolic process (GO:0009164)	3/12	0.008481955364520517	0.5604018572882278	0	0	8.768670309653917	41.824928774721364	NT5E;DPYD;UPB1
regulation of complement activation (GO:0030449)	6/50	0.009694745229249634	0.5604018572882278	0	0	3.595398428731762	16.668882896628393	C4B;C3;C6;CFH;PROS1;CD55
positive regulation of bone mineralization (GO:0030501)	5/36	0.009698838033160734	0.5604018572882278	0	0	4.249668581528944	19.70039768902809	OSR2;BMP2;ALOX5;GPM6B;LTF
positive regulation of stress-activated MAPK cascade (GO:0032874)	9/99	0.010643034477087608	0.5604018572882278	0	0	2.641184573002755	11.998504387996853	BMP2;GADD45A;WNT7B;WNT7A;NOD2;GDF6;DUSP15;MTURN;SASH1
sensory perception (GO:0007600)	6/51	0.010654956789782528	0.5604018572882278	0	0	3.5153177869227252	15.965624494371312	GNAL;USH1G;CHRNA4;WHRN;ALOXE3;PTGES
positive regulation of p38MAPK cascade (GO:1900745)	4/24	0.010697955888535504	0.5604018572882278	0	0	5.265389876880985	23.892773303897687	BMP2;GADD45A;GDF6;SASH1
negative regulation of mononuclear cell migration (GO:0071676)	3/13	0.010728978663554031	0.5604018572882278	0	0	7.891393442622951	35.785945528918205	GREM1;CCN3;NBL1
pathway-restricted SMAD protein phosphorylation (GO:0060389)	3/13	0.010728978663554031	0.5604018572882278	0	0	7.891393442622951	35.785945528918205	BMP2;GDF6;GDF7
positive regulation of sodium ion transport (GO:0010765)	3/13	0.010728978663554031	0.5604018572882278	0	0	7.891393442622951	35.785945528918205	SCN3B;SCN4B;SCN1B
positive regulation of signal transduction (GO:0009967)	17/252	0.012121940822210162	0.5604018572882278	0	0	1.9173235346411426	8.460646759576086	JAG2;VWF;PDE6G;NRXN1;CD180;WNT7A;NOD2;C3;ENHO;MN1;BMP2;CUX2;CCN3;FGFBP3;SASH1;DACT1;SHANK1
regulation of rhodopsin mediated signaling pathway (GO:0022400)	4/25	0.012372845772355636	0.5604018572882278	0	0	5.014396456256922	22.024488173734397	PDE6G;SAG;PPEF1;CNGB1
determination of dorsal/ventral asymmetry (GO:0048262)	2/5	0.01252591593457522	0.5604018572882278	0	0	17.518872214643018	76.73188081851886	GREM1;NBL1
forebrain regionalization (GO:0021871)	2/5	0.01252591593457522	0.5604018572882278	0	0	17.518872214643018	76.73188081851886	BMP2;WNT7B
glucose-6-phosphate transport (GO:0015760)	2/5	0.01252591593457522	0.5604018572882278	0	0	17.518872214643018	76.73188081851886	SLC37A2;SLC37A1
hexose phosphate transport (GO:0015712)	2/5	0.01252591593457522	0.5604018572882278	0	0	17.518872214643018	76.73188081851886	SLC37A2;SLC37A1
kidney morphogenesis (GO:0060993)	2/5	0.01252591593457522	0.5604018572882278	0	0	17.518872214643018	76.73188081851886	WNT7B;SOX4
L-arginine import across plasma membrane (GO:0097638)	2/5	0.01252591593457522	0.5604018572882278	0	0	17.518872214643018	76.73188081851886	SLC7A2;SLC7A3
ornithine transport (GO:0015822)	2/5	0.01252591593457522	0.5604018572882278	0	0	17.518872214643018	76.73188081851886	SLC7A2;SLC7A3
positive regulation of gamma-delta T cell activation (GO:0046645)	2/5	0.01252591593457522	0.5604018572882278	0	0	17.518872214643018	76.73188081851886	NOD2;SOX4
regulation of immune effector process (GO:0002697)	6/53	0.012773959858355338	0.5604018572882278	0	0	3.3653795639611244	14.674221226003196	C4B;C3;C6;CFH;PROS1;CD55
cell junction assembly (GO:0034329)	9/102	0.012792316320890187	0.5604018572882278	0	0	2.555585177286057	11.139567256455251	ARVCF;FLRT3;NRXN1;SPOCK2;PCDHB16;PCDHB14;PCDHB3;PCDHB9;PCDHB10
regulation of humoral immune response (GO:0002920)	6/54	0.013937051883545154	0.5654291931386457	0	0	3.2950960219478738	14.08061876053319	C4B;C3;C6;CFH;PROS1;CD55
extracellular structure organization (GO:0043062)	15/216	0.013967589180135867	0.5654291931386457	0	0	1.9759535655058043	8.439328684582412	POSTN;VWF;ELN;COL22A1;PAPLN;COLQ;ADAMTS13;MMP15;SPOCK2;ADAMTSL2;PECAM1;COL8A1;COL9A3;MATN4;ITGA9
regulation of chondrocyte differentiation (GO:0032330)	4/26	0.014206478465054892	0.5654291931386457	0	0	4.786220619325954	20.36085623130775	ACVRL1;GREM1;GDF6;SOX5
membrane depolarization during action potential (GO:0086010)	4/26	0.014206478465054892	0.5654291931386457	0	0	4.786220619325954	20.36085623130775	SCN3B;SCN4B;CACNA1H;SCN1B
external encapsulating structure organization (GO:0045229)	15/217	0.014514888249070433	0.5654291931386457	0	0	1.9660684818481848	8.321542883051707	POSTN;VWF;ELN;COL22A1;PAPLN;COLQ;ADAMTS13;MMP15;SPOCK2;ADAMTSL2;PECAM1;COL8A1;COL9A3;MATN4;ITGA9
pyrimidine nucleoside metabolic process (GO:0006213)	3/15	0.016162685266559194	0.5654291931386457	0	0	6.575478142076503	27.124176584777278	NT5E;DPYD;UPB1
phototransduction, visible light (GO:0007603)	3/15	0.016162685266559194	0.5654291931386457	0	0	6.575478142076503	27.124176584777278	PDE6G;SAG;CNGB1
modulation of excitatory postsynaptic potential (GO:0098815)	4/27	0.016203421926888863	0.5654291931386457	0	0	4.577886159519419	18.872485980019995	CUX2;NRXN1;WNT7A;SHANK1
positive regulation of cellular component movement (GO:0051272)	4/27	0.016203421926888863	0.5654291931386457	0	0	4.577886159519419	18.872485980019995	DUOX1;SPOCK2;DUOXA2;DUOX2
heart contraction (GO:0060047)	5/41	0.016601538032673436	0.5654291931386457	0	0	3.6584855403348553	14.99342471397847	MYL2;CASQ2;SCN3B;SCN4B;SCN1B
regulation of bone mineralization (GO:0030500)	6/57	0.01786530286192049	0.5654291931386457	0	0	3.1007826999112402	12.480324272840647	GREM1;OSR2;BMP2;ALOX5;NOTUM;GPM6B
embryonic camera-type eye development (GO:0031076)	2/6	0.018334061816275875	0.5654291931386457	0	0	13.138472032742156	52.540679338863974	ALDH1A3;TH
embryonic hindlimb morphogenesis (GO:0035116)	2/6	0.018334061816275875	0.5654291931386457	0	0	13.138472032742156	52.540679338863974	OSR2;WNT7A
hydrogen peroxide biosynthetic process (GO:0050665)	2/6	0.018334061816275875	0.5654291931386457	0	0	13.138472032742156	52.540679338863974	DUOX1;DUOX2
L-arginine transmembrane transport (GO:1903400)	2/6	0.018334061816275875	0.5654291931386457	0	0	13.138472032742156	52.540679338863974	SLC7A2;SLC7A3
piRNA biosynthetic process (GO:1990511)	2/6	0.018334061816275875	0.5654291931386457	0	0	13.138472032742156	52.540679338863974	DDX4;TEX15
positive regulation of osteoblast proliferation (GO:0033690)	2/6	0.018334061816275875	0.5654291931386457	0	0	13.138472032742156	52.540679338863974	BMP2;LTF
positive regulation of plasminogen activation (GO:0010756)	2/6	0.018334061816275875	0.5654291931386457	0	0	13.138472032742156	52.540679338863974	CLEC3B;HPN
positive regulation of sterol transport (GO:0032373)	2/6	0.018334061816275875	0.5654291931386457	0	0	13.138472032742156	52.540679338863974	ABCB4;NR1H3
calcium ion import (GO:0070509)	4/28	0.01836776132232651	0.5654291931386457	0	0	4.3869129046967625	17.535185122818213	CACNA1B;SLC25A23;CACNA1E;CACNA1H
regulation of sodium ion transmembrane transport (GO:1902305)	4/28	0.01836776132232651	0.5654291931386457	0	0	4.3869129046967625	17.535185122818213	FXYD2;SCN3B;SCN4B;SCN1B
positive regulation of response to wounding (GO:1903036)	4/28	0.01836776132232651	0.5654291931386457	0	0	4.3869129046967625	17.535185122818213	DUOX1;INSL3;SCARF1;DUOX2
regulation of peptide hormone secretion (GO:0090276)	7/74	0.01884535633151802	0.5723962896426407	0	0	2.755166475315729	10.942112644280074	GLP1R;KCNC2;ALOX5;KCNS3;CACNA1E;SLC8B1;RAPGEF3
apoptotic DNA fragmentation (GO:0006309)	3/16	0.019358922448397754	0.5727224069798712	0	0	6.069356872635561	23.941196392656604	DFFB;CECR2;FOXL2
filopodium assembly (GO:0046847)	3/16	0.019358922448397754	0.5727224069798712	0	0	6.069356872635561	23.941196392656604	FGD5;ARHGEF4;RAB17
negative regulation of epithelial to mesenchymal transition (GO:0010719)	4/29	0.020703098649304565	0.6046366502963564	0	0	4.211217510259918	16.328877546968435	SFRP2;HPN;SPRY1;IL17RD
regulation of epithelial to mesenchymal transition (GO:0010717)	7/76	0.021515013356752793	0.619071633513717	0	0	2.6750278706800446	10.269443476440847	GREM1;BMP2;SFRP2;HPN;SPRY1;AXIN2;IL17RD
regulation of response to external stimulus (GO:0032101)	10/130	0.021740882651930356	0.619071633513717	0	0	2.2005747126436783	8.42503407734418	PDE6G;SHPK;ALOX5;SAG;GP1BA;NOD2;PPEF1;CD55;PTGES;CNGB1
membrane depolarization during cardiac muscle cell action potential (GO:0086012)	3/17	0.022877965502479128	0.6270338662928185	0	0	5.635538641686183	21.28870390482043	SCN3B;SCN4B;SCN1B
negative regulation of insulin secretion (GO:0046676)	3/17	0.022877965502479128	0.6270338662928185	0	0	5.635538641686183	21.28870390482043	BMP8A;INHBB;CCN3
positive regulation of stem cell differentiation (GO:2000738)	3/17	0.022877965502479128	0.6270338662928185	0	0	5.635538641686183	21.28870390482043	SP7;RBM24;SOX5
regulation of atrial cardiac muscle cell membrane depolarization (GO:0060371)	2/7	0.025048323894928223	0.6270338662928185	0	0	10.510231923601637	38.750682396740046	SCN3B;SCN1B
cellular cation homeostasis (GO:0030003)	2/7	0.025048323894928223	0.6270338662928185	0	0	10.510231923601637	38.750682396740046	SLC4A11;LETM2
regulation of mesenchymal stem cell differentiation (GO:2000739)	2/7	0.025048323894928223	0.6270338662928185	0	0	10.510231923601637	38.750682396740046	SLC4A11;SOX5
detection of molecule of bacterial origin (GO:0032490)	2/7	0.025048323894928223	0.6270338662928185	0	0	10.510231923601637	38.750682396740046	C4B;SSC5D
hindlimb morphogenesis (GO:0035137)	2/7	0.025048323894928223	0.6270338662928185	0	0	10.510231923601637	38.750682396740046	OSR2;WNT7A
inhibitory postsynaptic potential (GO:0060080)	2/7	0.025048323894928223	0.6270338662928185	0	0	10.510231923601637	38.750682396740046	CHRNA4;INSYN2A
nucleobase catabolic process (GO:0046113)	2/7	0.025048323894928223	0.6270338662928185	0	0	10.510231923601637	38.750682396740046	DPYSL5;DPYD
positive regulation of lipopolysaccharide-mediated signaling pathway (GO:0031666)	2/7	0.025048323894928223	0.6270338662928185	0	0	10.510231923601637	38.750682396740046	CD180;SASH1
negative regulation of axon extension (GO:0030517)	4/31	0.02589877597579061	0.6340462230547362	0	0	3.8988701423721945	14.244754324810108	RTN4R;SEMA6A;SEMA3C;SEMA4G
positive regulation of locomotion (GO:0040017)	4/31	0.02589877597579061	0.6340462230547362	0	0	3.8988701423721945	14.244754324810108	DUOX1;SPOCK2;DUOXA2;DUOX2
synaptic transmission, glutamatergic (GO:0035249)	3/18	0.026720121779304072	0.6340462230547362	0	0	5.259562841530054	19.051916304582324	UNC13B;UNC13C;UNC13A
negative regulation of peptide hormone secretion (GO:0090278)	3/18	0.026720121779304072	0.6340462230547362	0	0	5.259562841530054	19.051916304582324	BMP8A;INHBB;CCN3
neuron maturation (GO:0042551)	3/18	0.026720121779304072	0.6340462230547362	0	0	5.259562841530054	19.051916304582324	C3;ADGRB3;SCARF1
neuropeptide signaling pathway (GO:0007218)	6/63	0.027863421437160165	0.6513170365487675	0	0	2.773518157533752	9.930416766302894	LTB4R2;PTGDR2;NXPH3;GALR2;KISS1R;RXFP3
regulation of wound healing (GO:0061041)	5/47	0.028430519795809538	0.6513170365487675	0	0	3.134866275277234	11.161039540788828	DUOX1;ALOX5;GP1BA;INSL3;DUOX2
regulation of dendrite morphogenesis (GO:0048814)	4/32	0.028763937438097333	0.6513170365487675	0	0	3.7594293531366034	13.340834495100404	CUX2;ADGRB3;KNDC1;TNIK
activin receptor signaling pathway (GO:0032924)	3/19	0.03088420580312635	0.6513170365487675	0	0	4.930584016393443	17.146157021584262	INHBB;GDF6;GDF7
cardiac muscle cell contraction (GO:0086003)	3/19	0.03088420580312635	0.6513170365487675	0	0	4.930584016393443	17.146157021584262	SCN3B;SCN4B;SCN1B
regulation of leukocyte chemotaxis (GO:0002688)	3/19	0.03088420580312635	0.6513170365487675	0	0	4.930584016393443	17.146157021584262	MST1;MTUS1;SLC8B1
synaptic transmission, cholinergic (GO:0007271)	3/19	0.03088420580312635	0.6513170365487675	0	0	4.930584016393443	17.146157021584262	CHRNA4;COLQ;RAPSN
negative regulation of striated muscle cell differentiation (GO:0051154)	3/19	0.03088420580312635	0.6513170365487675	0	0	4.930584016393443	17.146157021584262	BMP2;CCN3;BHLHA15
neuromuscular process (GO:0050905)	3/19	0.03088420580312635	0.6513170365487675	0	0	4.930584016393443	17.146157021584262	NRXN1;TPP1;SHANK1
pyrimidine nucleobase catabolic process (GO:0006208)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	DPYSL5;DPYD
regulation of apoptotic cell clearance (GO:2000425)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	C4B;C3
cellular response to interleukin-21 (GO:0098757)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	IL21R;JAK3
regulation of protein K63-linked ubiquitination (GO:1900044)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	NOD2;SASH1
interleukin-21-mediated signaling pathway (GO:0038114)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	IL21R;JAK3
lens fiber cell development (GO:0070307)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	WNT7B;WNT7A
tyrosine phosphorylation of STAT protein (GO:0007260)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	IL15;JAK3
wound healing, spreading of epidermal cells (GO:0035313)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	ACVRL1;WNT7A
positive regulation of apoptotic cell clearance (GO:2000427)	2/8	0.03259444344449495	0.6513170365487675	0	0	8.758071850841292	29.984252598838623	C4B;C3
chemical synaptic transmission (GO:0007268)	18/306	0.03440702291876149	0.6770385605416699	0	0	1.6542015341701535	5.573823104977645	UNC13B;UNC13C;UNC13A;CHRM1;CHRNA4;NRXN1;CACNA1B;PCDHB14;PCDHB10;CACNA1E;FCHSD1;TH;CAMK4;PCDHB16;APBA1;PCDHB3;PCDHB9;RAPSN
cardiac muscle contraction (GO:0060048)	4/34	0.03503749679370932	0.6770385605416699	0	0	3.50843593251254	11.757949237157998	CASQ2;SCN3B;SCN4B;SCN1B
cardiac epithelial to mesenchymal transition (GO:0060317)	3/20	0.03536768599844544	0.6770385605416699	0	0	4.640308582449373	15.507710360077146	ACVRL1;BMP2;SPRY1
negative regulation of axon extension involved in axon guidance (GO:0048843)	3/20	0.03536768599844544	0.6770385605416699	0	0	4.640308582449373	15.507710360077146	SEMA6A;SEMA3C;SEMA4G
positive regulation of protein processing (GO:0010954)	3/20	0.03536768599844544	0.6770385605416699	0	0	4.640308582449373	15.507710360077146	CLEC3B;HPN;NKD2
anterograde trans-synaptic signaling (GO:0098916)	15/244	0.036512721692586986	0.6931331667976096	0	0	1.7318049490538574	5.732438105509455	UNC13B;UNC13C;CHRM1;CHRNA4;NRXN1;CACNA1B;PCDHB14;PCDHB10;CACNA1E;CAMK4;PCDHB16;APBA1;PCDHB3;PCDHB9;RAPSN
sensory perception of pain (GO:0019233)	3/21	0.040166821323280415	0.7147671007797144	0	0	4.382285974499089	14.087795918018506	CHRNA4;ALOXE3;PTGES
regulation of complement-dependent cytotoxicity (GO:1903659)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	CFH;CD55
regulation of glial cell proliferation (GO:0060251)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	PRKCH;CHRM1
detection of mechanical stimulus involved in sensory perception of sound (GO:0050910)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	WHRN;HPN
embryonic forelimb morphogenesis (GO:0035115)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	OSR2;WNT7A
hepoxilin biosynthetic process (GO:0051122)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	ALOX5;ALOXE3
hepoxilin metabolic process (GO:0051121)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	ALOX5;ALOXE3
ketone body biosynthetic process (GO:0046951)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	BDH2;HMGCS2
negative regulation of glycoprotein biosynthetic process (GO:0010561)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	JAK3;ITM2A
negative regulation of leukocyte proliferation (GO:0070664)	2/9	0.04090238319020367	0.7147671007797144	0	0	7.506528941726759	23.995122316248693	GREM1;IL33
regulation of protein secretion (GO:0050708)	9/125	0.041103814838517376	0.7147671007797144	0	0	2.0464163579367343	6.531453657074234	UNC13B;GLP1R;KCNC2;ALOX5;KCNS3;CACNA1E;SLC8B1;CD33;RAPGEF3
cartilage development (GO:0051216)	5/52	0.041556906820926796	0.7171714677126609	0	0	2.8006412124744973	8.907975817678311	OSR2;BMP2;WNT7A;CCN3;SOX5
female gonad development (GO:0008585)	3/22	0.04527678837980426	0.7754926611217603	0	0	4.151423641069888	12.848493332053742	INHBB;FOXL2;COL9A3
regulation of p38MAPK cascade (GO:1900744)	4/37	0.04581843587069281	0.7789134098017777	0	0	3.188989760809186	9.831874640311147	BMP2;GADD45A;GDF6;SASH1
cellular response to interleukin-4 (GO:0071353)	2/10	0.049906118043628336	0.8120438350241811	0	0	6.56787175989086	19.687929084792227	SHPK;JAK3
regulation of macrophage migration (GO:1905521)	2/10	0.049906118043628336	0.8120438350241811	0	0	6.56787175989086	19.687929084792227	MST1;MTUS1
forelimb morphogenesis (GO:0035136)	2/10	0.049906118043628336	0.8120438350241811	0	0	6.56787175989086	19.687929084792227	OSR2;WNT7A
response to interleukin-4 (GO:0070670)	2/10	0.049906118043628336	0.8120438350241811	0	0	6.56787175989086	19.687929084792227	SHPK;JAK3
negative regulation of cholesterol storage (GO:0010887)	2/10	0.049906118043628336	0.8120438350241811	0	0	6.56787175989086	19.687929084792227	ABCA1;NR1H3
positive regulation of toll-like receptor 4 signaling pathway (GO:0034145)	2/10	0.049906118043628336	0.8120438350241811	0	0	6.56787175989086	19.687929084792227	NR1H3;LTF
DNA catabolic process, endonucleolytic (GO:0000737)	3/23	0.050691799569355274	0.8122152454828643	0	0	3.9436475409836067	11.759921969948644	DFFB;CECR2;FOXL2
positive regulation of JNK cascade (GO:0046330)	6/73	0.05159878958809053	0.8122152454828643	0	0	2.358331797801118	6.9907016917483356	GADD45A;WNT7B;WNT7A;NOD2;DUSP15;MTURN
regulation of Wnt signaling pathway (GO:0030111)	8/111	0.05205749174912018	0.8122152454828643	0	0	2.0471948825469743	6.050293186660922	BMP2;SFRP2;WIF1;FAM53B;NOTUM;CXXC4;DACT1;NKD2
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	7/92	0.052637111761749525	0.8122152454828643	0	0	2.169683257918552	6.388271884407997	ACVRL1;BMP3;BMP2;BMP8A;INHBB;GDF6;GDF7
regulation of dendrite development (GO:0050773)	4/39	0.05391949019842697	0.8122152454828643	0	0	3.006449091264413	8.779622845925473	ADGRB3;KNDC1;RAB17;TNIK
regulation of ion transmembrane transporter activity (GO:0032412)	4/39	0.05391949019842697	0.8122152454828643	0	0	3.006449091264413	8.779622845925473	FXYD2;SCN3B;SCN4B;SCN1B
negative regulation of protein secretion (GO:0050709)	4/39	0.05391949019842697	0.8122152454828643	0	0	3.006449091264413	8.779622845925473	BMP8A;NR1H3;CCN3;INHBB
apoptotic nuclear changes (GO:0030262)	3/24	0.056405212784037616	0.8122152454828643	0	0	3.7556596409055425	10.798248936998723	DFFB;CECR2;FOXL2
regulation of axon extension involved in axon guidance (GO:0048841)	3/24	0.056405212784037616	0.8122152454828643	0	0	3.7556596409055425	10.798248936998723	SEMA6A;SEMA3C;SEMA4G
dorsal/ventral pattern formation (GO:0009953)	3/24	0.056405212784037616	0.8122152454828643	0	0	3.7556596409055425	10.798248936998723	ACVRL1;GREM1;NBL1
negative regulation of lipid metabolic process (GO:0045833)	3/24	0.056405212784037616	0.8122152454828643	0	0	3.7556596409055425	10.798248936998723	BSCL2;APOD;CCDC3
neuromuscular junction development (GO:0007528)	3/24	0.056405212784037616	0.8122152454828643	0	0	3.7556596409055425	10.798248936998723	UNC13B;UNC13C;UNC13A
positive regulation of protein phosphorylation (GO:0001934)	20/371	0.05723612273571578	0.8122152454828643	0	0	1.5073018149941226	4.311742448722233	ACVRL1;NTRK1;IL15;SH2D3C;AGAP2;BMP8A;KNDC1;INHBB;AXIN2;GDF6;GDF7;C3;BMP3;BMP2;SFRP2;FGF18;ENPP2;PECAM1;TNIK;RAPGEF3
positive regulation of cell junction assembly (GO:1901890)	5/57	0.05781164569014378	0.8122152454828643	0	0	2.5306902002107483	7.2138970144998185	CUX2;NRXN1;IRX3;WNT7A;CRB3
regulation of sodium ion transmembrane transporter activity (GO:2000649)	4/40	0.05824181944352678	0.8122152454828643	0	0	2.922784617723058	8.309919865031144	FXYD2;SCN3B;SCN4B;SCN1B
