Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Pancreatic Progenitor Cells	9/114	0.024689500485838137	0.18431025679264557	0	0	2.2621015348288074	8.372891061536764	EFNB3;FLRT3;MMP15;ARHGEF16;VWA1;DUSP15;CXXC4;SLC7A2;NKD2
Taste Receptor Cells	9/115	0.025948006501632585	0.18431025679264557	0	0	2.240644004366131	8.182071189772229	RPH3A;UNC13C;KCNT1;SVOP;KCNC2;NRXN1;CNTN2;SCN3B;CACNA1E
Cajal-Retzius Cells	12/174	0.02735367443167301	0.18431025679264557	0	0	1.9571743250858051	7.043683310924779	TMEM179;EFNB3;DPYSL5;ADGRB3;FLRT3;CADM2;WNT7B;CACNA1B;CNTN2;GPM6B;INSYN2A;DACT1
Pericytes	11/155	0.028144884289985714	0.18431025679264557	0	0	2.017447437077962	7.203073491703373	HSD11B1;ACVRL1;RGS5;POSTN;NT5E;ELN;PECAM1;ALPL;NR1H3;PODN;PAMR1
Choroid Plexus Cells	9/117	0.02859986743334155	0.18431025679264557	0	0	2.198921028466483	7.815741986083882	UNC13B;EFNB3;SLC13A4;FLRT3;MMP15;VWA1;SLC29A4;SLC26A11;DNALI1
Interneurons	18/305	0.03347954242763908	0.20805144222889999	0	0	1.6600527750645109	5.638901630245211	UNC13A;CADM2;KCNC2;NRXN1;CACNA1B;CELF5;RORA;CACNA1E;DHRS3;TMEM179;TH;PSD2;ADGRB3;DZANK1;DNAJC6;CAMK4;CNTN2;SRGAP1
Chromaffin Cells	9/122	0.03604821666729712	0.21628930000378271	0	0	2.1010751115336794	6.981658043896625	NTRK1;TMEM179;UNC13A;ADGRB3;NRXN1;NOVA2;CACNA1B;CNTN2;DUSP26
Neurons	17/289	0.03899968797644043	0.2244596918852167	0	0	1.653290389972145	5.363607383778616	UNC13A;CADM2;NRXN1;HDAC11;CACNA1B;CELF5;RORA;DUSP26;IFIT3;TMEM179;TH;PSD2;SNHG11;ADGRB3;DZANK1;CNTN2;SCN3B
Retinal Ganglion Cells	11/164	0.03998994510598688	0.2244596918852167	0	0	1.8978803307695085	6.10951824981796	EFNA3;TMEM179;PSD2;ABLIM3;ADGRB3;CHRNA4;CACNA1B;CNTN2;CELF5;SLC29A4;DUSP26
Enteric Neurons	11/166	0.04303088873658734	0.22951124815043764	0	0	1.873195508821957	5.892767886860369	RET;TMEM179;ADGRB3;CADM2;ARHGEF28;NRXN1;CACNA1B;CNTN2;DUSP26;CACNA1E;GFRA2
Glutaminergic Neurons	8/107	0.04352799533887611	0.22951124815043764	0	0	2.1303544384699817	6.677278515323003	UNC13A;PSD2;KCNC2;NRXN1;CACNA1B;CNTN2;CELF5;SCN3B
Fibroblasts	14/232	0.04810812854363625	0.24085327370595128	0	0	1.6965351385053888	5.147803566526028	ACVRL1;POSTN;ELN;FMO2;SSC5D;PODN;GREM1;NT5E;CLEC3B;WIF1;COL8A1;FAM180A;PAMR1;CD55
Photoreceptor Cells	10/149	0.04853037677109386	0.24085327370595128	0	0	1.897891342098735	5.7421942863652715	SVOP;ADGRB3;CADM2;PDE6G;NRXN1;CACNA1B;SAG;CNTN2;SCN3B;DUSP26
Crypt Cells	8/110	0.049831711801231304	0.24085327370595128	0	0	2.067373304204763	6.200266955804867	PTPRT;CLIC5;SEMA6A;AXIN2;SCN4B;ASCL2;RAI2;ITGA9
Foveolar Cells	8/114	0.05911411228648132	0.27593371678697376	0	0	1.9889439671952454	5.625301574667406	ALDH3A1;IL33;PRR15L;DUOXA2;CBLC;HMGCS2;PPP1R14D;DUOX2
Purkinje Neurons	10/155	0.0602613864247414	0.27593371678697376	0	0	1.8187871581450654	5.109089053384151	TMEM179;TH;PSD2;ADGRB3;CHRNA4;CADM2;NRXN1;CACNA1B;CNTN2;CELF5
Principal Cells	9/136	0.06365083639541588	0.28115564074000643	0	0	1.8680939675928938	5.145371194627682	ACER2;SLC2A9;PRR15L;ARHGEF16;CBLC;RAB17;CELSR2;NR3C2;PTGES
Hematopoietic Stem Cells	11/178	0.06463348062988654	0.28115564074000643	0	0	1.7375028947629603	4.7590599160245315	ACVRL1;FGD5;VWF;PECAM1;ADCY4;PLXDC2;RNASE1;SCARF1;THSD1;CD33;LTF
Airway Goblet Cells	8/118	0.06941883370422725	0.29460675767159855	0	0	1.916218581968238	5.1116990733249255	PRR15L;DUOXA2;CBLC;NECTIN4;EVPL;DUOX2;TJP3;LTF
Trigeminal Neurons	9/144	0.08418587712854415	0.3283863424712461	0	0	1.7566574839302111	4.347249640836918	TMEM179;ADGRB3;CADM2;NRXN1;AHNAK2;CACNA1B;CNTN2;SCN3B;DUSP26
Airway Epithelial Cells	7/103	0.08512947464619422	0.3283863424712461	0	0	1.919971955128205	4.730008253735902	DUOX1;IL33;SLC5A8;CBLC;CYP4B1;FMO2;DUOX2
Trophoblast Progenitor Cells	7/103	0.08512947464619422	0.3283863424712461	0	0	1.919971955128205	4.730008253735902	ABTB1;ARRDC2;SYTL1;NOD2;ASCL2;CD55;YPEL3
Sebocytes	8/124	0.08681478019354782	0.3283863424712461	0	0	1.8165346487691505	4.4395714318804185	TBC1D2;PLEKHG6;CBLC;PLEK2;EVPL;SSH3;TJP3;CRB3
Stromal Cells	8/124	0.08681478019354782	0.3283863424712461	0	0	1.8165346487691505	4.4395714318804185	ACVRL1;POSTN;CFH;ELN;PECAM1;SSC5D;PODN;PAMR1
Luteal Cells	8/125	0.08994031779385903	0.33297053821556316	0	0	1.80091465923653	4.337699192081551	UNC13B;ALDH4A1;MMP15;CITED4;AOX1;VWA1;RORA;SLC7A2
Osteoblasts	9/154	0.11483070972963655	0.4162613227699325	0	0	1.634653747506412	3.5378750975818134	IL33;POSTN;ALPL;SSC5D;SP7;NOD2;PODN;PAMR1;PLCD4
Clara Cells	7/113	0.12269059332029845	0.43389968306828525	0	0	1.7379354136429608	3.6463442068608667	DUOX1;PRR15L;DUOXA2;CYP4B1;FMO2;EVPL;DUOX2
Pulmonary Alveolar Type II Cells	8/135	0.12468381697364518	0.43389968306828525	0	0	1.6582438887023578	3.4524210108154496	C3;DUOXA2;CYP4B1;FMO2;RNASE1;ETV5;DUOX2;LTF
Enteroendocrine Cells	8/139	0.14029836742609306	0.47866501827725866	0	0	1.607274483656562	3.1566612541856713	PTPRT;GLP1R;TMEM179;UNC13A;NRXN1;ENPP2;CACNA1B;DUSP26
Luminal Epithelial Cells	8/140	0.1443482599135757	0.48301148509542635	0	0	1.5950147972156226	3.0871932923918246	PRR15L;ARHGEF16;CBLC;NECTIN4;EVPL;SYTL2;LTF;CRB3
Peritubular Myoid Cells	7/120	0.15324942800176272	0.49380371245012433	0	0	1.6296800544588155	3.0567720335461077	OSR2;ALDH1A3;POSTN;ELN;PODN;PAMR1;RNASE1
Transient Cells	7/120	0.15324942800176272	0.49380371245012433	0	0	1.6296800544588155	3.0567720335461077	UNC13B;MMP15;HDAC11;ARHGEF16;INSRR;MTUS1;VWA1
Neuroblasts	8/146	0.16981914666186673	0.5231693174390343	0	0	1.525187887486793	2.704190536861704	TMEM179;UNC13A;EFNB3;CUX2;DPYSL5;PROS1;IGDCC3;CACNA1B
Acinar Cells	7/124	0.1721489119162972	0.5231693174390343	0	0	1.5736357659434583	2.7686475432563356	RBPJL;PRR15L;DUOXA2;HMGCS2;PPP1R14D;RNASE1;DUOX2
Cholinergic Neurons	6/102	0.17296907691400326	0.5231693174390343	0	0	1.6434327846364882	2.8836369220953264	TMEM179;UNC13A;EFNB3;DPYSL5;IGDCC3;CACNA1B
Oligodendrocyte Progenitor Cells	7/125	0.17702569372918384	0.5231693174390343	0	0	1.5602183833116037	2.7014563376801295	TMEM179;PSD2;ADGRB3;CHRNA4;CNTN2;MATN4;ETV5
Trichocytes	6/103	0.1784024553322157	0.5231693174390343	0	0	1.6264053285817317	2.8034564893305984	WNT7B;ARHGEF16;SP6;HOXC13;EVPL;ALOXE3
Epithelial Cells	11/218	0.18040321291001182	0.5231693174390343	0	0	1.398817626177703	2.3955603190938133	PRR15L;DUOXA2;PLEKHG6;CBLC;NECTIN4;EVPL;IVL;DUOX2;CRB3;CDKL1;LTF
Pyramidal Cells	7/130	0.20225671203545567	0.5769289818716277	0	0	1.4964040025015635	2.3915791188888944	PSD2;ADGRB3;CADM2;KCNC2;NRXN1;CACNA1B;CNTN2
Ductal Cells	7/132	0.21271882852879678	0.5969850994195265	0	0	1.4723076923076923	2.2788143468962416	C3;ALDH1A3;PRR15L;ARHGEF16;CBLC;HMGCS2;RAB17
Pancreatic Stellate Cells	6/111	0.22415408829297684	0.6094189275465308	0	0	1.501861650009798	2.2459163057585725	RGS5;POSTN;SFRP2;SSC5D;PODN;PAMR1
Parietal Cells	6/111	0.22415408829297684	0.6094189275465308	0	0	1.501861650009798	2.2459163057585725	PTPRT;MTUS1;EBF4;SRCIN1;CACNA1H;RAI2
Alpha Cells	7/136	0.23421342087496935	0.6269713112653025	0	0	1.426356589147287	2.070388716792007	PTPRT;GLP1R;TMEM179;TSPAN7;DUSP26;RAI2;DNALI1
Radial Glia Cells	6/114	0.24222568432235453	0.6385949859407528	0	0	1.4599146471574456	2.06999167449265	EFNB3;ADGRB3;CNTN2;SPRY1;AXIN2;GPM6B
Proximal Tubule Cells	8/164	0.256601648621461	0.6663983113452868	0	0	1.3479349627905337	1.8335021162416487	HSD11B1;SLC5A8;C6;HPN;ALPL;GLYAT;HMGCS2;UPB1
T Regulatory Cells	6/117	0.26070881036627613	0.6671078382901771	0	0	1.4202350498646794	1.9092946418373138	NT5E;MAF;PARVG;TNFRSF18;JAK3;CNGB1
Leydig Cells	7/145	0.28491062086611735	0.7162728698171549	0	0	1.33270624303233	1.6733189833054314	ALDH1A3;POSTN;FMO2;PTGDS;INSL3;PAMR1;SASH1
Chondrocytes	7/146	0.29070659390282416	0.7162728698171549	0	0	1.3230492529053681	1.6345490126707554	POSTN;BMP2;ELN;FGF18;COL9A3;PODN;PAMR1
Goblet Cells	6/122	0.2922722629713678	0.7162728698171549	0	0	1.3586632609621114	1.671250243106354	FCGBP;PRR15L;DUOXA2;CBLC;PPP1R14D;TJP3
Pulmonary Vascular Smooth Muscle Cells	5/99	0.2993591028681744	0.7234511652647547	0	0	1.396895948703002	1.684812146914156	POSTN;ELN;SSC5D;PODN;PAMR1
Glycinergic Neurons	5/100	0.30657202058315874	0.7307333093352003	0	0	1.3821196827685653	1.6340836582036409	TMEM179;EFNB3;PSD2;CNTN2;CELSR2
Juxtaglomerular Cells	5/103	0.32834862993364544	0.7442455021845414	0	0	1.3396002236511042	1.4918850915102368	POSTN;TH;ELN;PODN;PAMR1
Vascular Smooth Muscle Cells	5/103	0.32834862993364544	0.7442455021845414	0	0	1.3396002236511042	1.4918850915102368	POSTN;ELN;SSC5D;PODN;PAMR1
Enterocytes	9/203	0.33075467851339546	0.7442455021845414	0	0	1.218646161710829	1.3482837063780033	CREB3L3;PRR15L;COL20A1;HMGCS2;PPP1R14D;GFRA2;ASCL2;CD55;NKD2
Gamma (PP) Cells	6/128	0.33107171997420054	0.7442455021845414	0	0	1.2914389799635702	1.4275828006294176	PTPRT;FLRT3;FXYD2;NRXN1;DUSP26;CXXC4
Ciliated Cells	5/104	0.3356438212749593	0.7442455021845414	0	0	1.3259997232599972	1.4476001791498325	DRC7;CFAP100;CCDC153;IQCG;PPIL6
Astrocytes	7/154	0.337904567083786	0.7442455021845414	0	0	1.250523286237572	1.356807472850972	PSD2;ADGRB3;CADM2;NRXN1;CNTN2;SCN4B;GPM6B
Trophoblast Cells	6/130	0.34415602161644254	0.7485393470157624	0	0	1.2704765697597238	1.355166757973651	PLEKHG6;PLEK2;NECTIN4;ASCL2;CD55;PTGES
Delta Cells	6/131	0.3507172961275051	0.7496363462495849	0	0	1.260246913580247	1.3204549630984224	PTPRT;TMEM179;FXYD2;NRXN1;TSPAN7;DUSP26
Bergmann Glia	6/132	0.35728865041333235	0.7496363462495849	0	0	1.2501796328956822	1.286698979356643	PSD2;ADGRB3;CADM2;NRXN1;CNTN2;GPM6B
Pinealocytes	5/107	0.35759893464647735	0.7496363462495849	0	0	1.2867982809562182	1.3232702811196428	UNC13C;SVOP;SAG;SCN3B;CNGB1
Microglia	7/158	0.3618934085342823	0.7496363462495849	0	0	1.217142129393785	1.2371100301559064	CLEC3B;PARVG;CD180;PECAM1;IL21R;LAPTM5;PTGDS
Mammary Epithelial Cells	6/134	0.37045372114846725	0.758340558586274	0	0	1.230516975308642	1.2219362743225344	ALDH1A3;PRR15L;ARHGEF16;CBLC;NECTIN4;EVPL
Schwann Cells	6/138	0.39681952209876165	0.8028674051765643	0	0	1.192979174460656	1.1026392826928089	NTRK1;EXTL1;PSD2;CNTN2;APOD;SCN4B
Smooth Muscle Cells	7/169	0.4282451999309429	0.8564903998618858	0	0	1.133843779677113	0.961566819257445	RGS5;POSTN;ELN;PODN;PAMR1;ITGA9;RPRM
Oxyphil Cells	4/94	0.4555758436470479	0.900797690847572	0	0	1.165830673354613	0.9165679959314026	TMEM266;CECR2;CADM2;CASQ2
Myofibroblasts	4/100	0.5036076446631729	0.9770843465100285	0	0	1.0926242590059279	0.7494941295439579	POSTN;ELN;PODN;PAMR1
B Cells	7/182	0.5053884550913941	0.9770843465100285	0	0	1.048901098901099	0.7157994029712442	VPREB1;PARVG;CD180;IL21R;LAPTM5;IFIT3;CD55
Noradrenergic Neurons	4/104	0.5345665440203711	0.995856686079458	0	0	1.0487004103967168	0.6568000797500327	CREB3L3;TH;SEMA4G;HGFAC
Hepatic Stellate Cells	5/132	0.5363581910911949	0.995856686079458	0	0	1.0321432423686765	0.6429768057875169	RGS5;POSTN;ADAMTS13;PODN;PAMR1
Anterior Pituitary Gland Cells	5/133	0.543096081381491	0.995856686079458	0	0	1.0240261130136987	0.6251362271353167	ADGRB3;CADM2;NRXN1;RAX;DUSP26
Melanocytes	5/133	0.543096081381491	0.995856686079458	0	0	1.0240261130136987	0.6251362271353167	PMEL;POSTN;AHNAK2;PTGDS;SASH1
Parathyroid Chief Cells	4/106	0.5496800554235302	0.995856686079458	0	0	1.0280303639923822	0.6151927866651989	LGI2;VWA1;CYS1;DUSP15
Spermatozoa	4/108	0.564532128811196	0.995856686079458	0	0	1.0081553193728297	0.5764208504348006	C3;ABCA1;IL33;FMO2
Undefined Placental Cells	4/108	0.564532128811196	0.995856686079458	0	0	1.0081553193728297	0.5764208504348006	MMP15;ARHGEF16;SP6;HOXC13
Epsilon Cells	5/138	0.5760667609385504	0.995856686079458	0	0	0.9852713976722628	0.5434084292116543	C6;COL22A1;ANXA13;HPN;HMGCS2
Follicular Cells	4/110	0.5791114411832253	0.995856686079458	0	0	0.9890302764370338	0.540268023098243	C6;HMGCS2;UPB1;TSHR
Merkel Cells	4/111	0.5862956479103867	0.995856686079458	0	0	0.979735863047675	0.5231114451201953	PRR15L;ARHGEF16;CBLC;PPP1R14D
Endothelial Cells (Blood Brain Barrier)	4/113	0.6004475548195167	0.995856686079458	0	0	0.9616586553546104	0.4905228249304893	EFNB3;SLC13A4;FOXL2;FAM43B
Hepatoblasts	4/114	0.607413250022116	0.995856686079458	0	0	0.9528665588857107	0.4750477278822946	ARHGEF16;CBLC;HMGCS2;RAB17
Megakaryocytes	5/143	0.607741110558477	0.995856686079458	0	0	0.9493249950367282	0.47276982134489653	PARVG;VWF;PECAM1;IL21R;GP1BA
Mesothelial Cells	5/144	0.6139103047302111	0.995856686079458	0	0	0.9424460431654677	0.4598254985322608	ADGRD1;POSTN;GSTA3;AOX1;FMO2
Osteoclasts	5/144	0.6139103047302111	0.995856686079458	0	0	0.9424460431654677	0.4598254985322608	ABCA1;ACVRL1;TCN2;VWF;RNASE1
Meningeal Cells	4/115	0.6143042310631915	0.995856686079458	0	0	0.9442328785694039	0.4600916177308197	IL33;POSTN;PTGDS;PAMR1
Cardiomyocytes	6/174	0.6202302996251579	0.995856686079458	0	0	0.9355771115030375	0.44689189730741025	MYL2;CASQ2;XIRP1;TRPV1;DUSP26;RBM24
Macrophages	7/204	0.6263193003814138	0.995856686079458	0	0	0.9306911362748926	0.43546570446368066	SLC37A2;MAF;PARVG;CD180;LAPTM5;PLTP;CD33
B Cells Memory	5/147	0.6320730652488327	0.995856686079458	0	0	0.9223905074281304	0.4231469053475345	NT5E;PARVG;ALOX5;CD180;LAPTM5
Plasmacytoid Dendritic Cells	5/150	0.6497057847631154	0.995856686079458	0	0	0.9031648559282003	0.38947689037801936	CUX2;PARVG;CD180;LAPTM5;MCTP2
Tanycytes	4/121	0.6540405092633768	0.995856686079458	0	0	0.8955300665286985	0.3802295186839321	EFNB3;RAX;CCDC3;PAMR1
Neural Stem/Precursor Cells	5/152	0.661159642837466	0.995856686079458	0	0	0.8907837107445719	0.3685706246331198	EFNB3;DPYSL5;CNTN2;ASCL2;GPM6B
Langerhans Cells	4/123	0.6666594231605358	0.995856686079458	0	0	0.8803871753899918	0.3569758469333651	PARVG;ALOX5;CD180;LAPTM5
Podocytes	6/184	0.6734741952156925	0.995856686079458	0	0	0.8825542146391085	0.34887862186691254	UNC13B;CLIC5;ADAMTS13;PROS1;CDH13;SRGAP1
Microfold Cells	4/126	0.6849903596097584	0.995856686079458	0	0	0.8586037541207867	0.3248531720213507	TBC1D2;SLC22A18;SSH3;SLC8B1
Keratinocytes	4/127	0.6909405856945786	0.995856686079458	0	0	0.851578748345623	0.31482989122893534	CBLC;NECTIN4;EVPL;IVL
Sertoli Cells	5/158	0.694042630828752	0.995856686079458	0	0	0.8555824156146477	0.3124774291529486	C3;ABLIM3;VWA1;INHBB;CD55
His Bundle Cells	3/98	0.7035066676642848	0.995856686079458	0	0	0.8270060396893874	0.29083976769207603	PAPPA;NOVA2;IL17RD
Airway Smooth Muscle Cells	3/99	0.7099997997134093	0.995856686079458	0	0	0.8183487021857924	0.2802767306889244	POSTN;GDF6;CPZ
Olfactory Epithelial Cells	7/226	0.7288329739800409	0.995856686079458	0	0	0.8362311204776958	0.2645088425924731	KIF9;EFNA3;EFNB3;GNAL;CELSR2;SRCIN1;SCN4B
Distal Tubule Cells	4/137	0.746042283578501	0.995856686079458	0	0	0.7871388457463769	0.23061042904266366	SLC5A8;FXYD2;FMO2;STON2
Kidney Progenitor Cells	3/105	0.7466726300590396	0.995856686079458	0	0	0.7699694631951141	0.22492997516401123	EFNB3;IGDCC4;IL17RD
Salivary Mucous Cells	3/105	0.7466726300590396	0.995856686079458	0	0	0.7699694631951141	0.22492997516401123	POSTN;NECTIN4;IVL
Spermatocytes	3/106	0.752410270718312	0.995856686079458	0	0	0.7624542416043292	0.2168980503650728	OSR2;INHBB;LELP1
Osteoclast Precursor Cells	3/107	0.7580430738925669	0.995856686079458	0	0	0.7550835435056746	0.20916952008507472	CD180;LAPTM5;TRIM38
Basal Cells	4/141	0.7658706882625397	0.995856686079458	0	0	0.7639969245209542	0.20379002009776465	ALDH1A3;CBLC;PLEK2;FBXO32
Monocytes	5/176	0.7791697949518988	0.995856686079458	0	0	0.7648001281743171	0.19083773978625673	PARVG;PECAM1;LAPTM5;IFIT3;CD33
M?ller Cells	4/147	0.7933198684734892	0.995856686079458	0	0	0.7317115169372351	0.16941227017559796	IL33;POSTN;PAMR1;SCN4B
Peri-islet Schwann Cells	3/114	0.7946183444524071	0.995856686079458	0	0	0.7072072072072072	0.16258223363378269	EFNB3;IL17RD;GFRA2
Mesangial Cells	4/148	0.7976340176503548	0.995856686079458	0	0	0.7265921872625019	0.16428642529822843	POSTN;SFRP2;PODN;PAMR1
Myoepithelial Cells	3/115	0.799448179366502	0.995856686079458	0	0	0.7008562646370023	0.15687515634397825	ALDH1A3;POSTN;AHNAK2
Platelets	6/214	0.8026531011331494	0.995856686079458	0	0	0.7540756568534346	0.16577045895475095	IL33;VWF;LAPTM5;PECAM1;GP1BA;NOD2
Thymocytes	3/118	0.8133696351674149	0.995856686079458	0	0	0.6824661439771917	0.14097676994713482	PARVG;LAPTM5;TSHR
Hepatocytes	6/221	0.8262528247749268	0.995856686079458	0	0	0.7292563881711168	0.13918184075292886	C4B;HSD11B1;C6;SAA4;ANXA13;HMGCS2
Eosinophils	3/127	0.850305239446987	0.995856686079458	0	0	0.632634849286092	0.1025879967662426	PARVG;PTGDR2;LAPTM5
Glomus Cells	3/127	0.850305239446987	0.995856686079458	0	0	0.632634849286092	0.1025879967662426	EFNB3;TH;GFRA2
Myocytes	4/163	0.8539868566727477	0.995856686079458	0	0	0.6575295322165725	0.10378411657297665	TMOD4;MYL2;CASQ2;XIRP1
Hemangioblasts	2/97	0.8762067222389974	0.995856686079458	0	0	0.550585194227041	0.07276161268522509	PTGDR2;ACRBP
Kupffer Cells	3/137	0.8837236412139293	0.995856686079458	0	0	0.5851174455590898	0.07232688719510878	PARVG;LAPTM5;PLTP
Ionocytes	2/107	0.9080922366145866	0.995856686079458	0	0	0.49788865068537647	0.048001107923843656	SLC5A8;CCDC40
Enterochromaffin Cells	2/109	0.9134698784251235	0.995856686079458	0	0	0.48853132052377246	0.044214467327277136	ANXA13;ENPP2
Germ Cells	5/222	0.9143452663619762	0.995856686079458	0	0	0.6012246701597121	0.053837881006783266	DDX4;CAMK4;DNAJB3;TEX15;LELP1
Nuocytes	2/110	0.9160466859579458	0.995856686079458	0	0	0.48398261836188167	0.042439442867249294	RORA;PTGDS
T Follicular Helper Cells	2/110	0.9160466859579458	0.995856686079458	0	0	0.48398261836188167	0.042439442867249294	PARVG;LAPTM5
Motor Neurons	2/111	0.9185512999913239	0.995856686079458	0	0	0.4795173786249797	0.040738609185477385	EFNB3;IGDCC4
B Cells Naive	3/151	0.9193258954673962	0.995856686079458	0	0	0.529380815241471	0.044528655431343316	PARVG;ABCB4;CD180
Neutrophils	3/151	0.9193258954673962	0.995856686079458	0	0	0.529380815241471	0.044528655431343316	PECAM1;CD33;LTF
Granulosa Cells	2/112	0.9209855374125403	0.995856686079458	0	0	0.47513332506511224	0.03910867345523197	FOXL2;CPZ
Myeloid-derived Suppressor Cells	2/112	0.9209855374125403	0.995856686079458	0	0	0.47513332506511224	0.03910867345523197	PARVG;CD33
Pluripotent Stem Cells	2/112	0.9209855374125403	0.995856686079458	0	0	0.47513332506511224	0.03910867345523197	ALPL;SLC7A3
